Product Code,PDR,Meta keywords,Product name,Short Description,Explicacion,Qty Inventory,Price,Configurable Type,Weight Lbs,Tinta,Size,Brand,Material,Piece,Category,Subcategory_1,Subcategory_2,Main,Variant,Link Image 2,Link Image 3,Link Image 4,Product Code Option,Product Code Category
1457846,https://www.walmart.com/ip/Granite-Ware-21-Quart-Stock-Pot-1-0-CT/17165786,"Granite,Ware,21,Quart,Stock,PotSimpleBlackCeramic",Granite Ware 21 Quart Stock Pot,"<p><strong>Features:</strong></p>
<ul>
<li>21-quart capacity</li>
<li>Use for soup, stew, pasta, lobster, and more</li>
<li>Includes fitted lid</li>
<li>Porcelain construction heats quickly and easily</li>
<li>16.25L x 10W x 14.25H inches</li>
</ul>","<p>Granite-Ware 21 Quart Stock Pot.Granite-Ware&reg; 21 Quart Stock Pot.Porcelain surface is naturally nonstick, contains no PFOA, PTFE or other chemicals and won't alter the taste, texture or color of food.21 qt (19.8 L).www.columbianhp.com. Granite-Ware&reg; 21 Quart Stock Pot. Porcelain surface is naturally nonstick. Contains no PFOA, PTFE or other chemicals and won't alter the taste, texture or color of food.</p>",5,44.84,Simple,4.5,Black,8.50 x 9.25 x 8.00 Inches,Granite-Ware,Ceramic,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/7878d964-4b78-4627-af56-715c518d110c_1.10d4d1b702dd9c8697bb2e9c5506b54d.jpeg,https://i5.walmartimages.com/asr/0718f968-467a-4876-853e-353f248372bf_1.56145f91ab08576518901de1bec689f4.jpeg,https://i5.walmartimages.com/asr/50ab18f3-d643-479d-bd9a-6a6ad6415720_5.3636648b9d5fd9526c2dbefcd701c2a0.png,,,1457846,1457846
552707327,https://www.walmart.com/ip/Granite-Ware-3-Piece-19-Quart-Decorated-Clam-and-Lobster-Pot-with-Faucet-Black/17377469,"Granite,Ware,3,Piece,19,Quart,Decorated,Clam,and,Lobster,Pot,with,FaucetSimpleBlackCeramic",Granite Ware 3 Piece 19 Quart Decorated Clam and Lobster Pot with Faucet,"<p><strong>Features:</strong></p>
<ul>
<li>19-quart capacity</li>
<li>2-tier vessel pot with side handles for easy and safe transport</li>
<li>This 3-piece 19-quart black cooking pot is made of porcelain enamel over steel</li>
<li>Even heat distribution</li>
<li>Decorated lobster decal on pot</li>
<li>The Granite Ware pot with faucet is built for capturing juices</li>
</ul>","<p>The Granite Ware Decorated Clam and Lobster Steamer Pot includes two-tier steamer vessels and a faucet. It's ideal for steaming or boiling. The two-tier vessel pot with side loop handles on each tier is for safe and secure transport. The domed lid with loop handle helps trap heat and moisture. It's safe for outdoor cooking or use on an electric or gas stove top. Use this Granite Ware pot with faucet to cook for your whole family with its large 19-quart capacity. The porcelain enamel over steel construction helps to retain heat and is easy to clean. Its thick bottom allows even heat distribution. Enjoy the attractive lobster decal on the side of the 3-piece, 19-quart black cooking pot, which gives it an authentic appeal.</p>",5,91.07,Simple,7.5,Black,15.56 x 14.25 x 15.38 Inches,Granite-Ware,Ceramic,3,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/eefe4bf4-baa0-4d40-ac06-632cf19a610d_1.048e876f2775a092c2cb6188eac6df8e.jpeg,https://i5.walmartimages.com/asr/eefe4bf4-baa0-4d40-ac06-632cf19a610d_1.048e876f2775a092c2cb6188eac6df8e.jpeg,,,,552707327,552707327
1451053,https://www.walmart.com/ip/Granite-Ware-12-Quart-Stock-Pot/17193283,"Granite-Ware,12,Quart,Stock,PotSimpleBlackCarbon,Steel",Granite-Ware 12 Quart Stock Pot,"<p><strong>Features:</strong></p>
<ul>
<li>Carbon steel core</li>
<li>Nonstick surface</li>
<li>Cooks evenly</li>
</ul>","<p>The Granite Wear 12-qt Stock Pot with Lid is made for durability, and the design allows it to spread the heat from your stove for thorough cooking all the way to the center of the dish so you don't get cold spots.Granite Ware 12-Qt Stock Pot with Lid: Carbon steel core. Non-stick surface. Granite Wear Stock Pot cooks evenlyHandy for soups and stewsPorcelain fused to steelNon-porous inert glass surfaceDimensions: 12.5"" x 10.5"" x 9.13""Not recommended for use on glass cooktopsMay be used over a camp stove or open flame Ideal for making large quantities of food, the Granite Ware 12-qt Stock Pot with Lid features a carbon steel core for strength. It has porcelain fused to the steel, producing a non-porous, inert glass surface. This Granite Ware 12-qt Stock Pot is naturally nonstick and distributes heat evenly for convenient, easy cooking. Its innovative construction adds no chemicals to the food, so it preserves the natural taste, color and nutritional value. This Granite Wear pot is handy for soups, stews and much more so you are able to make enough to feed a large group or make extra to stock your freezer. The nonstick surface makes this pot a breeze to clean. Use this outside the home as well. The strength of the material makes it a good choice to add to your camping gear, and it does well over an open flame.</p>",5,33.62,Simple,2.3,Black,13.00 x 9.25 x 13.00 Inches,Granite-Ware,Carbon Steel,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/6d1d7695-dc2f-4fa8-8f7e-64a5f5af94c6_1.350c026a7b5bc53552cf1f5637cbce71.jpeg,https://i5.walmartimages.com/asr/62bbfb3d-818b-4d80-91a0-fb6b375af477_1.2cd3b0a4ff5ab612ce44929f9b42bcd4.jpeg,https://i5.walmartimages.com/asr/54b59e0f-3752-4b5b-baf0-4bf74ca67eb9_1.d22af8c098c09cb7a477b243451242bf.jpeg,https://i5.walmartimages.com/asr/e2d19a67-c5fc-40c2-8c92-d8d92e28e64c_1.f144cea6496ba32254e0bda935263580.jpeg,,1451053,1451053
1477201,https://www.walmart.com/ip/IMUSA-USA-11-6-Quart-Cast-Aluminum-Cauldron/13370043,"Imusa,USA,11.6,Quart,Cast,Aluminum,CauldronSimpleGreyAluminum",Imusa USA 11.6 Quart Cast Aluminum Cauldron,"<div>
<div>
<div data-tl-id=""AboutThis-ShortDescription""><strong>Features:</strong></div>
<ul>
<li>Made of Cast Aluminum in COLOMBIA</li>
<li>Oven Safe Without Lid</li>
<li>Great size when cooking for 6-10 people</li>
<li>Side Handles and Knob</li>
<li>Season's Naturally Over Time</li>
<li>Ideal for Rice, Beans, Braise Meat, Simmer Stews, Soups and More</li>
</ul>
</div>
</div>","<p>IMUSA USA 11.6-Quart Traditional Aluminum Colombian Natural Caldero&nbsp; Made of Cast Aluminum in COLOMBIAOven Safe Without LidGreat size when cooking for 6-10 people. Side Handles and KnobSeason's Naturally Over TimeIdeal for Rice, Beans, Braise Meat, Simmer Stews, Soups and More Imusa GAU-80507W Cast Aluminum Caldero Dutch Oven 11.6Quart 14-Inch 11.6 QT Cooking Capacity 14 Inch Made of Cast Aluminum The sturdy handles are ideal for handling and can be used on gas or electric stove tops Versatile usability allows you to use for Browning Rice Soups Roasting and much more</p>",5,51.22,Simple,5.35,Grey,5.12 x 5.00 x 17.50 Inches,IMUSA USA ,Aluminum,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/7b07ee46-1671-4021-8e5b-79d0bad34d78_1.84d31f47c78cf4501bdcee793af1c7d9.jpeg,https://i5.walmartimages.com/asr/7d5e9a4c-c179-42e1-8835-83de41f6c7f6_1.0d297cc4c8ae25cb2015d664770b3999.jpeg,https://i5.walmartimages.com/asr/ce991758-0231-4b29-981b-ce1e839b94b1_1.7f9f3426bccf113d76d52fa2b5b73980.jpeg,,,1477201,1477201
551995507,https://www.walmart.com/ip/IMUSA-USA-12-7-Quart-Non-Stick-Charcoal-Stock-Pot-with-Glass-Lid/38568713,"Imusa,USA,12.7,Quart,Non,Stick,Charcoal,Stock,Pot,with,Glass,LidSimpleBlackAluminum",Imusa USA 12.7 Quart Non Stick Charcoal Stock Pot with Glass Lid,"<p><strong>Features:</strong></p>
<ul>
<li>Charcoal Exterior</li>
<li>Capacity:12.7 Quarts</li>
<li>Aluminum Construction</li>
<li>Nonstick Cooking Surface</li>
<li>Soft Touch Handles</li>
<li>Heats quickly and evenly</li>
<li>Versatile and Durable for Large-Batch Cooking</li>
<li>For use on Gas and Electric Stovetops</li>
</ul>","<p>Charcoal12.7 Quarts. Aluminum Construction. Nonstick Cooking SurfaceSoft Touch HandlesHeats quickly and evenly. Versatile and durable for large-batch cooking. For use on Gas and Electric Stovetops. Ideal for Stews, Lobster, Soups, Corn on the Cob and More The IMUSA 12.7 Quart Stock Pots are versatile and durable for large-batch cooking. Use your stock pots for soups, stews, stocks, beans, lentils, sauces, and pastas. They are even big enough for tons of corn on the cob or a lobster boil.</p>",5,44.97,Simple,4.9,Black,12.00 x 7.00 x 13.00 Inches,IMUSA,Aluminum,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/8bb805d7-ae20-471c-b2f7-4074ed39e46d_1.c7a63592cc35acc8239f03fa3bc0ec94.jpeg,https://i5.walmartimages.com/asr/2a792b6e-1156-4bc7-b732-e8366b524451_1.a00f59172354d520a4197e28d5af1c72.jpeg,https://i5.walmartimages.com/asr/8db01a03-6c5f-4f66-a58a-384b7f4e3401_1.8b4b88db81d603f9fc1eb6a900f6c45d.jpeg,,,551995507,551995507
563091270,https://www.walmart.com/ip/IMUSA-USA-13-5-Quart-Non-Stick-Charcoal-Hammered-Cauldron-with-Glass-Lid/38576605,"Imusa,USA,13.5,Quart,Non-Stick,Charcoal,Hammered,Cauldron,with,Glass,LidSimpleBlackAluminum",Imusa USA 13.5 Quart Non-Stick Charcoal Hammered Cauldron with Glass Lid,"<p><strong>Features:</strong></p>
<ul>
<li>Aluminum Construction</li>
<li>Charcoal Exterior</li>
<li>13.5 Quarts</li>
<li>38 cm</li>
<li>Nonstick Cooking Surface</li>
<li>Riveted Metal Handles</li>
<li>Heats quickly and evenly</li>
<li>Durable and Versatile, Perfect for Everyday Cooking</li>
<li>For use on Gas and Electric Stovetops and Oven Safe without Lid</li>
<li>Double Side Handles for Easy Transport</li>
</ul>","<p>IMUSA USA 13.5-Quart Nonstick Hammered Caldero with Glass Lid. Aluminum ConstructionCharcoal Exterior13.5 Quarts38 cmNonstick Cooking SurfaceRiveted Metal Handles. Heats quickly and evenly. Durable and Versatile, Perfect for Everyday Cooking. For use on Gas and Electric Stovetops and Oven Safe without LidDouble Side Handles for Easy TransportIdeal for Everything from Soup to Stews to Rice and Beans The IMUSA Caldero is the &lsquo;workhorse&rsquo; of any Hispanic kitchen due to its versatility and unique design. The Caldero (or &lsquo;cauldron&rsquo; in English) has rounded sides, a tight fitting lid, and superior heat distribution. Calderos are used to cook rice and beans, braise meats, fry your favorite foods, as well as simmer stews and soups.</p>",5,39.99,Simple,2.55,Black,15.25 x 18.00 x 5.00 Inches,IMUSA,Aluminum,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/8ef55cc0-601a-437b-b88f-424ef238555d_1.e15424a382b33f738faebdd2efc865a2.jpeg,https://i5.walmartimages.com/asr/f3326aff-f51d-4820-be98-3454d41ee893_1.1b3f81e9401df57963387c58a5bc1276.jpeg,https://i5.walmartimages.com/asr/46ec1b14-1b7c-40d8-ac8d-5fd167bcb6d3_3.d1de1640f5c9053f4e56fb875e5fded0.jpeg,,,563091270,563091270
573111541,https://www.walmart.com/ip/Mainstays-20-Quart-Stock-Pot/857842567,"Mainstays,20,Quart,Stock,PotSimpleGreyStainless,Steel",Mainstays 20 Quart Stock Pot,"<p><strong>Features:</strong></p>
<ul>
<li>Includes a 20-qt saucepan (18.9 L) and heat/shatter-resistant glass lid</li>
<li>Stainless steel</li>
<li>Durable handles</li>
</ul>","<p>Mainstays Stock Pot with Glass Lid, Stainless Steel, 20 qt:Includes a 20-qt saucepan (18.9 L) and heat/shatter-resistant glass lidStainless steel. Durable handlesTri-ply base for even &amp; quick cooking. Dishwasher safe. Perfect for making sauces, soups, pasta, and much more! Mainstays 20 Quart Stock Pot, 1 Each</p>",5,44.98,Simple,8,Grey,12.60 x 12.60 x 9.80 Inches,Mainstays,Stainless Steel,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/59746f11-0d14-4b0a-a482-a95b93bb9af9_1.34de63947ce4c627e7d2b9ad6e96febd.jpeg,https://i5.walmartimages.com/asr/bee6b100-428d-4fa0-97d3-ff843edf0c74_2.09874d148edbdb24e58d80276b122b1c.jpeg,https://i5.walmartimages.com/asr/4eba6cc7-a995-4352-9ea4-45780fa3f602_2.d959b5cdcb7b216faf6e578e28abbd8f.jpeg,,,573111541,573111541
556617707,https://www.walmart.com/ip/Mainstays-Stainless-Steel-12-Quart-Stockpot-with-Lid/37320202,"Mainstays,Stainless,Steel,12,Quart,Stockpot,with,LidSimpleGreyStainless,Steel",Mainstays Stainless Steel 12 Quart Stockpot with Lid,"<p><strong>Features:</strong></p>
<ul>
<li>100 percent stainless steel</li>
<li>Riveted</li>
<li>Stay-cool handles</li>
</ul>","<p>12 Quart capacity (11.4 L) is the perfect size for pasta sauce, soup, and more. Lid and Stockpot made from ultra durable Stainless Steel to keep your cookware lasting longer, Perfect for large batches of pasta, stocks, stews and much more. Sure to match and coordinate with your existing cookware. Designed stay-cool handles to keep your hands from burning, handles are riveted to keep them secureIncludes 1 securely fitting lid made from stainless steel. Hand wash only to keep your cookware looking great Make delicious soups, pasta, stews and much more with this ample 12 Quart Stainless Steel Stockpot with Lid from Mainstays. The perfect family meal cooking piece, this ultra durable, large stockpot features stainless steel construction, and thoughtful stay-cool handles to ensure you never burn your hands on a scolding pot while preparing meals. Ideal for large family get togethers, garden parties and other events, this 12 Quart Stockpot is a must-have cookware item for large batches of sauces, stews, stocks, soups, and much more. Feed your family and guests with ease using this 12 Quart Stainless Steel Stockpot with Lid from Mainstays</p>",5,31.94,Simple,20,Grey,10.83 x 10.83 x 10.83 Inches,Mainstays,Stainless Steel,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/faf854d4-f668-4d1e-97ac-847eecfd04b3_1.f510ed05ac1147992a71d59c33526113.jpeg,https://i5.walmartimages.com/asr/faf854d4-f668-4d1e-97ac-847eecfd04b3_1.f510ed05ac1147992a71d59c33526113.jpeg,https://i5.walmartimages.com/asr/b79e9d0b-7b48-416e-b4fd-ac227ba294c3_1.ec49188198280bc861001b6900b01870.jpeg,https://i5.walmartimages.com/asr/c23d7e80-3361-4878-b973-fc66f285dddb_1.b8acb561a56d2a3d333bb920434620ac.jpeg,,556617707,556617707
556308910,https://www.walmart.com/ip/McSunley-6-Quart-Stainless-Steel-Basic-Stockpot/54594992,"McSunley,6,Quart,Stainless,Steel,Basic,StockpotSimpleSilverStainless,Steel",McSunley 6 Quart Stainless Steel Basic Stockpot,"<p><strong>Features:</strong></p>
<ul>
<li>Great for slow stove top recipes</li>
<li>Make stocks, stews and pot roast</li>
<li>6 quart capacity</li>
<li>Made of stainless steel</li>
<li>Easy to clean</li>
</ul>","<p>At-home cooks and chefs alike will love the versatility of the Prep-N-Cook 6 qt. Stainless Steel Stockpot. This stock pot is great for recipes that want to hang out for a long time on the stove. Make stocks, stews and even pot roast with perfect flavor. This 6 quart pot is made of durable stainless steel that is built to last. It&rsquo;s easy to clean and sure to be a part of your regular stove top collection for years to come.</p>",5,29.54,Simple,1.5,Silver,8.2 x 11 x 7.2 inches,McSunley,Stainless Steel,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/0bd5f087-8b7e-4dfa-87c9-8e9273c783c1_1.604f1e1936b1cd07afd4e91723855eb5.jpeg,https://i5.walmartimages.com/asr/0bd5f087-8b7e-4dfa-87c9-8e9273c783c1_1.604f1e1936b1cd07afd4e91723855eb5.jpeg,https://i5.walmartimages.com/asr/329ebc1d-dd1d-4c34-8e4d-5cd0f9b1bc0f_1.21f0550dbb05bb93c43c09b875b8da2b.jpeg,,,556308910,556308910
572006662,https://www.walmart.com/ip/Rachael-Ray-Classic-Brights-Hard-Enamel-Aluminum-Nonstick-6-Quart-Covered-Stockpot/307448969,"Rachael,Ray,Classic,Aluminum,Non,stick,6,Quart,Covered,StockpotSimpleOrangeAluminum",Rachael Ray Classic Aluminum Non stick 6 Quart Covered Stockpot,"<p><strong>Features:</strong></p>
<ul>
<li>Distinctive rubberized handles are oven safe to 350&deg;F and offer dual-riveted strength and a comfortable grasp for moving the filled stockpot around the kitchen or to the table.</li>
<li>Let the stockpot form the foundation of a complete Rachael Ray cookware collection, or add to to one that's already started!</li>
<li>Stock up on a kitchen essential that works hard and looks great, with the Rachael Ray Classic Brights Hard Enamel Aluminum Nonstick 6-Quart Covered Stockpot.</li>
</ul>","<p>Rachael Ray Classic Brights Hard Enamel Aluminum Nonstick 6-Quart Covered Stockpot, Orange Gradient A stockpot is an essential in any kitchen, and the Rachael Ray Classic Brights Hard Enamel Aluminum Nonstick 6-Quart Covered Stockpot has capacity to spare. Rachael Ray Cookware always combines cooking performance, fun colors, and solid design, and the durable construction of the stockpot is made to heat fast and evenly with fewer hot spots that can burn foods. The sturdy porcelain enamel exterior sports an additional touch of style with a two-tone gradient hue that's both colorful and long-lasting. Make a batch of chicken stock for one of Rachael's signature &ldquo;stoups"" or use it to prepare her savory, Indian-inspired Mulligatawny with Green Raita. The shatter-resistant glass lids forms a solid seal with the cookware to help hold in heat and moisture, while keeping the cooking process visible.</p>",5,39.71,Simple,3.8,Orange,22.1 x 12.3 x 6.8 inches,Rachael Ray,Aluminum,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/a40c8aef-9b27-4225-93a5-0cef17958717_1.669eff6146de6f3ba3710a3893d089cb.jpeg,https://i5.walmartimages.com/asr/9d385845-cc60-4384-8d9f-6bdae2982abc_1.77771fed91157c1ae657d681bc41b5e9.jpeg,https://i5.walmartimages.com/asr/f728cca9-4f45-4951-b243-48f12f131194_1.655cd64b2b266b848bfb52c6f5e17348.jpeg,,,572006662,572006662
572006663,https://www.walmart.com/ip/Rachael-Ray-Classic-Brights-Hard-Enamel-Aluminum-Nonstick-6-Quart-Covered-Stockpot/307448969,"Rachael,Ray,Classic,Brights,Hard,Enamel,Aluminum,Nonstick,6,Quart,Covered,StockpotSimpleOrangeAluminum",Rachael Ray Classic Brights Hard Enamel Aluminum Nonstick 6 Quart Covered Stockpot,"<p><strong>Features:</strong></p>
<ul>
<li>Rachael Ray Classic Brights Hard Enamel Aluminum Nonstick 6-Quart Covered Stockpot, Orange Gradient A stockpot is an essential in any kitchen</li>
<li>The Rachael Ray Classic Brights Hard Enamel Aluminum Nonstick 6-Quart Covered Stockpot has capacity to spare.</li>
<li>Rachael Ray Cookware always combines cooking performance, fun colors, and solid design, and the durable construction of the stockpot is made to heat fast and evenly with fewer hot spots that can burn foods.</li>
</ul>","<p>The sturdy porcelain enamel exterior sports an additional touch of style with a two-tone gradient hue that's both colorful and long-lasting. Make a batch of chicken stock for one of Rachael's signature &ldquo;stoups"" or use it to prepare her savory, Indian-inspired Mulligatawny with Green Raita. The shatter-resistant glass lids forms a solid seal with the cookware to help hold in heat and moisture, while keeping the cooking process visible. Distinctive rubberized handles are oven safe to 350&deg;F and offer dual-riveted strength and a comfortable grasp for moving the filled stockpot around the kitchen or to the table. Let the stockpot form the foundation of a complete Rachael Ray cookware collection, or add to to one that's already started! Stock up on a kitchen essential that works hard and looks great, with the Rachael Ray Classic Brights Hard Enamel Aluminum Nonstick 6-Quart Covered Stockpot.</p>",5,39.71,Simple,3.8,Orange,22.1 x 12.3 x 6.8 inches,Rachael Ray,Aluminum,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/a40c8aef-9b27-4225-93a5-0cef17958717_1.669eff6146de6f3ba3710a3893d089cb.jpeg,https://i5.walmartimages.com/asr/9d385845-cc60-4384-8d9f-6bdae2982abc_1.77771fed91157c1ae657d681bc41b5e9.jpeg,https://i5.walmartimages.com/asr/3c561206-2edb-42c7-96e6-68599ad47f93_1.d6817a06154b272ef856b122528a36fe.jpeg,,,572006662,572006662
553123262,https://www.walmart.com/ip/Rachael-Ray-Cucina-Hard-Enamel-Nonstick-8-Qt-Covered-Oval-Pasta-Pot-with-Pour-Spout/39372594,"Rachael,Ray,Cucina,Hard,Enamel,Non,stick,8,Quart,Covered,Oval,Pasta,PotSimpleBlueStainless,Steel",Rachael Ray Cucina Hard Enamel Non stick 8 Quart Covered Oval Pasta Pot,"<div data-tl-id=""AboutThis-ShortDescription""><strong>Features:</strong></div>
<ul>
<li>Rustic, modern color, functionality and design</li>
<li>Crafted with durable aluminum and sturdy hard enamel porcelain exterior for fast, even heating and to help reduce hot spots</li>
<li>Espresso-colored, PFOA-free nonstick surface</li>
<li>Dual-riveted rubberized stainless steel handles</li>
<li>Shatter-resistant glass lid</li>
<li>Oven safe to 400 degrees Fahrenheit</li>
<li>Matching baking dishes and serveware available (sold separately)</li>
</ul>","<p>Satisfying pasta meals are easy to prepare with the Rachael Ray Cucina Hard Enamel Nonstick 8-Qt Covered Oval Pasta Pot with Pour Spout. The modern rustic design enhances every occasion. Crafted with a hard enamel porcelain exterior and durable aluminum construction for fast, even heating, the oval pot incorporates the easy-to-use functionality and time-saving solutions Rachael is known for. The generous capacity and oval shape of the pot make it easy to boil long noodles intact, and a pour spout helps drain water. The distinctive espresso-colored, PFOA-free nonstick surface releases foods effortlessly, complements the exterior and cleans up easily. Rubberized stainless steel handles are dual riveted for added strength, and the shatter-resistant glass lid seals in heat and moisture. Oven safe to 400 degrees, the pot is suitable for all stovetops except induction. This pasta pot is a welcome addition to the other pieces in the Rachael Ray Cucina collection.</p>",5,160,Simple,6.6,Blue,19.75 x 11.25 x 7.00 Inches,Rachael Ray,Stainless Steel,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/888fb5da-7cd9-4aaa-9d8c-4231ecbe780f_1.940f525a9f32b34cc1303d8591ec54d5.jpeg,https://i5.walmartimages.com/asr/888fb5da-7cd9-4aaa-9d8c-4231ecbe780f_1.940f525a9f32b34cc1303d8591ec54d5.jpeg,https://i5.walmartimages.com/asr/032c2e02-b9ad-4c60-9955-3e0d6a7e97cf_1.06cf2b9427fbbed4343ab1528446701b.jpeg,,,553123262,553123262
552774716,https://www.walmart.com/ip/Rachael-Ray-Enamel-12-Quart-Covered-Stockpot-Steel/37239217,"Rachael,Ray,Enamel,12,Quart,Covered,StockpotSimpleOrangeStainless,Steel",Rachael Ray Enamel 12 Quart Covered Stockpot,"<p><strong>Features:</strong></p>
<ul>
<li>Made from durable carbon steel</li>
<li>Beautiful stainless steel rim</li>
<li>Sturdy loop handles</li>
</ul>","<p>Rachael Ray Enamel 12-Quart Covered Stockpot, Steel:Made from durable carbon steelRachael Ray stock pot has a beautiful stainless steel rim that helps protect the pan's edgeSturdy loop handles help provide a confident grip when moving the stockpot from 1 kitchen area to anotherA matching lid with this covered stock pot snugly seals in heat and moistureInduction suitable and oven safe to 400 degrees FahrenheitThis covered stockpot is a great complement to many other pieces in the Rachael Ray Cookware collections Boil 2 lbs of penne or make a double batch of the family's favorite soup or stew with the Rachael Ray Enamel 12-Quart Stock Pot. Designed for durability, this large pot features carbon steel construction for even heating and a beautiful stainless steel rim to finish and help protect the pot's edge. The vibrant, sturdy porcelain enamel exterior is stain-resistant, easy to clean and adds a pop of welcome color to the kitchen. Generous loop handles make it easier to move the covered stock pot between kitchen stations, even when full of Rachael's Mexican Chorizo and Turkey Chili. A coordinating lid snugly seals in heat and moisture, and features a rubberized knob for a comfy grip.</p>",5,51.99,Simple,7.17,Orange,12.75 x 12.75 x 10.00 Inches,Rachael Ray,Stainless Steel,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/7ee14e8c-9198-4409-a2db-c2642d6193d8_1.0704071988b73faaeb8b3db7d767c759.jpeg,https://i5.walmartimages.com/asr/7ee14e8c-9198-4409-a2db-c2642d6193d8_1.0704071988b73faaeb8b3db7d767c759.jpeg,,,,552774716,552774716
552774717,https://www.walmart.com/ip/Rachael-Ray-Enamel-12-Quart-Covered-Stockpot-Steel/37239217,"Rachael,Ray,Enamel,12,Quart,Covered,Stockpot,SteelSimpleOrangeCarbon,Steel",Rachael Ray Enamel 12 Quart Covered Stockpot Steel,"<p><strong>Features:</strong></p>
<ul>
<li>Made from durable carbon steel</li>
<li>Beautiful stainless steel rim</li>
<li>Sturdy loop handles</li>
</ul>","<p>Rachael Ray Enamel 12-Quart Covered Stockpot, Steel:Made from durable carbon steelRachael Ray stock pot has a beautiful stainless steel rim that helps protect the pan's edgeSturdy loop handles help provide a confident grip when moving the stockpot from 1 kitchen area to another. A matching lid with this covered stock pot snugly seals in heat and moistureInduction suitable and oven safe to 400 degrees Fahrenheit. This covered stockpot is a great complement to many other pieces in the Rachael Ray Cookware collections Boil 2 lbs of penne or make a double batch of the family's favorite soup or stew with the Rachael Ray Enamel 12-Quart Stock Pot. Designed for durability, this large pot features carbon steel construction for even heating and a beautiful stainless steel rim to finish and help protect the pot's edge. The vibrant, sturdy porcelain enamel exterior is stain-resistant, easy to clean and adds a pop of welcome color to the kitchen. Generous loop handles make it easier to move the covered stock pot between kitchen stations, even when full of Rachael's Mexican Chorizo and Turkey Chili. A coordinating lid snugly seals in heat and moisture, and features a rubberized knob for a comfy grip.</p>",5,59.99,Simple,7.17,Orange,12.8 x 12.8 x 10 inches,Rachael Ray,Carbon Steel,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/7ee14e8c-9198-4409-a2db-c2642d6193d8_1.0704071988b73faaeb8b3db7d767c759.jpeg,https://i5.walmartimages.com/asr/7ee14e8c-9198-4409-a2db-c2642d6193d8_1.0704071988b73faaeb8b3db7d767c759.jpeg,,,,552774716,552774716
555926060,https://www.walmart.com/ip/Rachael-Ray-Enamel-on-Steel-12-Quart-Covered-Stockpot-Marine-Blue/50652054,"Rachael,Ray,Enamel,on,Steel,12,Quart,Covered,StockpotSimpleBlueEnamel,on,Steel",Rachael Ray Enamel on Steel 12 Quart Covered Stockpot,"<div>
<div>
<div data-tl-id=""AboutThis-ShortDescription""><strong>Features:</strong></div>
<ul>
<li>Covered stockpot constructed from durable steel with a sturdy enamel exterior that adds refreshing color to the kitchen</li>
<li>Sturdy loop handles help provide a confident grip when moving the stockpot from one kitchen area to another</li>
<li>Induction suitable and oven safe to 450 degrees Fahrenheit</li>
<li>Snug-fitting lid seals in heat and moisture</li>
</ul>
</div>
</div>","<p>Stew away in the kitchen with ease and style, when cooking soups, stocks, ""stoups"" and more, using the colorful, large-capacity Rachael Ray Enamel on Steel 12-Quart Covered Stockpot. Rachael Ray is all about mealmaking enjoyment with fun and without fuss, and her enamel-on-steel stockpot fits the bill for all your big-batch cooking. Designed for durability, this large pot features sturdy steel construction made to resists dents and dings. A beautiful stainless steel rim helps protect the pot's edge against denting from utensils. The vibrantly-colorful enamel exterior is stain resistant and easy to clean, and adds a pop of welcome color to the kitchen. Leave it to Rachael Ray to make the simple stockpot a kitchen workhorse. The color on this large pot is gorgeous, and the generous loop handles make it easier to move the pot between kitchen stations, even when full of Rachael's Mexican Chorizo and Turkey Chili. A coordinating lid snugly seals in heat and moisture.</p>",5,47.99,Simple,6.8,Blue,12.80 x 12.20 x 12.99 Inches,Rachael Ray,Enamel on Steel,2,Home & Kitchen,Cookware,Soup & Stockpots,https://i5.walmartimages.com/asr/343ee75b-10f8-4f77-b90d-0a9a88831129_1.3d28b29746c3e84409d03c1756e50599.jpeg,https://i5.walmartimages.com/asr/343ee75b-10f8-4f77-b90d-0a9a88831129_1.3d28b29746c3e84409d03c1756e50599.jpeg,https://i5.walmartimages.com/asr/1dbc05f9-3541-41d8-ac44-8aed82ff2ac6_1.ae0d03c457148037818165fa2e46dc32.jpeg,,,555926060,555926060
